Name,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11 San Antonio Spurs,241.2,38.4,80.8,0.475,8.4,21.1,0.397,30.0,59.8,0.503,18.5,24.2,0.767,10.1,31.7,41.9,22.4,7.3,4.5,13.4,19.0,103.7
2009-10 San Antonio Spurs,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24.0,0.74,10.8,32.0,42.8,22.3,6.3,4.6,13.6,20.4,101.4
2008-09 San Antonio Spurs,242.7,37.1,79.7,0.466,7.6,19.8,0.386,29.5,59.9,0.492,15.2,20.0,0.761,8.9,32.2,41.0,21.2,5.8,4.0,11.7,18.9,97.0
2007-08 San Antonio Spurs,240.6,35.8,78.3,0.457,7.2,19.6,0.369,28.6,58.7,0.487,16.5,21.6,0.761,9.4,31.9,41.3,21.0,6.4,4.1,12.6,18.7,95.4
2006-07 San Antonio Spurs,241.2,36.6,77.2,0.474,7.3,19.0,0.381,29.3,58.1,0.504,18.1,24.1,0.751,9.3,31.4,40.7,22.1,7.2,5.1,13.9,19.4,98.5
2005-06 San Antonio Spurs,241.5,36.5,77.3,0.472,6.4,16.6,0.385,30.1,60.7,0.496,16.2,23.1,0.702,10.4,31.1,41.5,20.9,6.6,5.7,13.7,20.9,95.6
2004-05 San Antonio Spurs,241.5,35.6,78.7,0.453,6.2,17.0,0.363,29.5,61.6,0.478,18.7,25.9,0.724,12.0,30.4,42.4,21.6,7.5,6.6,13.7,20.9,96.2
2003-04 San Antonio Spurs,240.9,34.7,78.5,0.442,5.0,13.9,0.358,29.7,64.6,0.46,17.2,25.2,0.681,12.5,32.5,45.1,20.4,8.1,6.5,14.7,20.3,91.5
2002-03 San Antonio Spurs,241.8,35.5,76.8,0.462,5.5,15.5,0.354,30.0,61.3,0.489,19.4,26.8,0.725,11.5,31.2,42.6,20.0,7.7,6.5,15.8,20.4,95.8
2001-02 San Antonio Spurs,242.1,35.5,77.6,0.458,5.3,14.8,0.362,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2,96.7
2000-01 San Antonio Spurs,241.8,35.2,76.4,0.461,5.4,13.3,0.407,29.7,63.0,0.472,20.4,28.5,0.715,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9,96.2
1999-00 San Antonio Spurs,242.1,36.0,78.0,0.462,4.0,10.8,0.374,32.0,67.2,0.476,20.1,27.0,0.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2
1998-99 San Antonio Spurs,241.5,34.8,76.2,0.456,3.4,10.4,0.33,31.4,65.8,0.476,19.8,28.3,0.698,12.3,31.7,44.0,22.0,8.4,7.0,15.2,20.2,92.8
1997-98 San Antonio Spurs,241.8,35.3,75.5,0.468,3.7,10.5,0.35,31.7,64.9,0.488,18.2,26.4,0.688,12.0,32.2,44.2,22.4,6.3,6.9,16.1,21.1,92.5
1996-97 San Antonio Spurs,240.6,34.5,77.9,0.442,4.6,14.4,0.32,29.9,63.5,0.47,16.9,23.5,0.719,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5,90.5
1995-96 San Antonio Spurs,241.2,38.4,80.5,0.477,6.3,16.1,0.392,32.1,64.4,0.498,20.3,27.6,0.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4
1994-95 San Antonio Spurs,242.1,39.5,81.5,0.484,5.3,14.1,0.375,34.2,67.4,0.507,22.4,30.3,0.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6
1993-94 San Antonio Spurs,241.2,38.8,81.6,0.475,3.0,8.7,0.349,35.7,72.9,0.49,19.5,26.2,0.742,14.5,31.7,46.2,23.1,6.8,5.5,14.6,20.3,100.0
1992-93 San Antonio Spurs,242.1,40.4,82.5,0.49,2.9,8.4,0.341,37.5,74.0,0.507,21.9,28.6,0.765,11.2,31.0,42.2,24.5,7.1,6.3,15.0,22.5,105.5
1991-92 San Antonio Spurs,241.2,41.2,86.5,0.476,1.4,4.9,0.292,39.7,81.5,0.487,20.1,27.4,0.736,15.0,31.1,46.1,24.5,8.9,7.4,16.0,21.9,104.0
1990-91 San Antonio Spurs,241.8,41.6,85.2,0.488,1.0,3.6,0.273,40.6,81.6,0.497,23.0,30.0,0.766,13.8,32.4,46.2,26.1,8.2,7.0,17.6,23.1,107.1
1989-90 San Antonio Spurs,240.6,41.3,85.3,0.484,0.7,2.8,0.239,40.7,82.6,0.492,23.0,30.9,0.745,14.2,30.2,44.4,24.8,9.7,6.8,17.1,22.6,106.3
1988-89 San Antonio Spurs,240.9,42.3,90.4,0.468,0.8,3.6,0.215,41.5,86.8,0.479,20.1,28.9,0.698,15.8,26.6,42.4,24.8,11.7,5.2,20.9,26.3,105.5
1987-88 San Antonio Spurs,241.5,45.2,92.2,0.49,1.6,5.0,0.323,43.6,87.2,0.5,21.6,29.4,0.733,14.4,28.5,42.9,28.6,9.0,5.7,17.3,24.3,113.6
1986-87 San Antonio Spurs,241.5,43.1,90.9,0.474,1.4,4.9,0.29,41.6,86.0,0.484,20.7,28.0,0.742,15.7,28.6,44.3,27.1,9.6,4.0,17.1,23.5,108.3
1985-86 San Antonio Spurs,241.5,43.9,86.6,0.506,0.6,2.4,0.235,43.3,84.2,0.514,23.0,30.8,0.746,13.0,29.4,42.5,27.6,9.8,4.8,19.8,25.8,111.2
1984-85 San Antonio Spurs,241.2,45.1,87.8,0.513,0.7,2.5,0.272,44.4,85.4,0.52,23.9,31.4,0.763,13.7,30.1,43.9,28.2,9.2,5.4,18.8,26.6,114.8
1983-84 San Antonio Spurs,243.7,47.7,94.2,0.506,1.0,3.2,0.3,46.7,91.0,0.514,24.0,31.8,0.755,15.0,30.8,45.8,28.8,8.4,6.0,17.6,26.2,120.3
1982-83 San Antonio Spurs,241.2,45.1,89.5,0.504,1.1,3.8,0.305,43.9,85.8,0.512,23.0,30.1,0.765,15.0,31.7,46.7,27.6,8.2,5.7,18.3,25.5,114.3
1981-82 San Antonio Spurs,240.9,45.1,92.8,0.486,0.8,3.1,0.254,44.3,89.8,0.494,22.1,28.5,0.776,15.3,30.9,46.2,27.5,7.3,6.8,15.8,27.0,113.1
1980-81 San Antonio Spurs,241.5,43.5,88.7,0.491,0.2,1.0,0.176,43.4,87.7,0.495,25.0,32.5,0.769,15.9,31.5,47.4,25.0,8.4,7.8,18.7,25.8,112.3
1979-80 San Antonio Spurs,240.9,47.0,94.4,0.498,0.6,2.5,0.252,46.4,91.9,0.505,24.7,30.8,0.801,14.1,30.7,44.7,28.4,9.4,4.1,19.4,25.6,119.4
1983-84 San Diego Clippers,240.6,44.3,89.3,0.496,0.3,1.6,0.188,44.0,87.8,0.502,21.8,29.6,0.736,15.9,29.0,45.0,24.2,6.9,4.7,18.5,24.6,110.7
1982-83 San Diego Clippers,241.8,44.2,93.1,0.475,0.8,3.2,0.244,43.4,89.9,0.483,19.4,26.8,0.724,17.0,25.7,42.7,25.5,10.0,5.0,19.5,27.9,108.6
1981-82 San Diego Clippers,240.9,43.3,86.6,0.5,1.2,4.1,0.293,42.1,82.5,0.511,20.6,28.5,0.723,13.8,26.8,40.6,22.9,7.8,3.6,19.1,28.7,108.5
1980-81 San Diego Clippers,240.6,42.4,88.8,0.477,1.6,5.0,0.324,40.8,83.9,0.486,20.1,27.4,0.735,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5
1979-80 San Diego Clippers,240.9,43.0,91.4,0.47,2.2,6.6,0.326,40.8,84.8,0.482,19.5,26.4,0.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6
2007-08 Seattle SuperSonics,241.8,38.1,85.8,0.444,3.8,11.5,0.333,34.3,74.3,0.462,17.5,22.8,0.77,11.8,32.8,44.6,21.3,6.5,4.9,16.0,20.5,97.5
2006-07 Seattle SuperSonics,241.8,37.2,80.8,0.46,6.4,17.7,0.362,30.8,63.1,0.487,18.4,23.3,0.791,11.3,28.3,39.6,20.7,7.7,3.7,15.5,22.0,99.1
2005-06 Seattle SuperSonics,241.8,37.5,81.8,0.459,7.4,19.9,0.371,30.1,62.0,0.487,20.1,25.7,0.785,12.4,27.2,39.6,20.7,7.6,3.7,14.7,23.6,102.6
2004-05 Seattle SuperSonics,240.9,35.1,79.2,0.444,8.1,22.2,0.365,27.0,57.0,0.474,20.5,26.0,0.79,12.7,28.2,40.9,18.1,6.7,4.1,13.6,23.7,98.9
2003-04 Seattle SuperSonics,241.5,35.8,80.4,0.446,8.8,23.6,0.373,27.0,56.8,0.476,16.6,21.7,0.765,11.1,28.3,39.3,21.7,8.1,4.7,14.5,21.8,97.1
2002-03 Seattle SuperSonics,242.1,35.2,80.5,0.437,5.6,15.7,0.353,29.6,64.7,0.458,16.2,21.7,0.744,11.7,29.1,40.8,21.6,8.3,3.6,13.2,20.9,92.1
2001-02 Seattle SuperSonics,241.8,38.2,81.5,0.469,6.0,15.8,0.378,32.2,65.7,0.49,15.4,20.4,0.755,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,97.7
2000-01 Seattle SuperSonics,241.5,36.9,81.1,0.456,5.7,14.3,0.399,31.3,66.8,0.468,17.7,24.2,0.732,12.2,29.5,41.7,21.9,8.0,5.0,15.3,21.1,97.3
1999-00 Seattle SuperSonics,241.2,37.9,84.7,0.447,6.7,19.6,0.339,31.2,65.1,0.48,16.6,23.9,0.695,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7,99.1
1998-99 Seattle SuperSonics,242.0,35.1,79.5,0.442,6.2,18.0,0.344,28.9,61.5,0.47,18.4,27.1,0.681,13.5,28.4,42.0,21.7,7.9,4.0,15.3,20.9,94.9
1997-98 Seattle SuperSonics,240.9,37.2,78.8,0.473,7.6,19.1,0.396,29.6,59.6,0.497,18.5,25.7,0.721,11.4,27.1,38.5,24.2,9.8,4.6,14.0,22.1,100.6
1996-97 Seattle SuperSonics,241.2,36.5,78.2,0.467,6.8,19.3,0.353,29.7,58.9,0.504,21.0,28.0,0.752,12.3,27.7,40.0,23.5,11.0,4.7,15.0,22.0,100.9
1995-96 Seattle SuperSonics,242.4,37.5,78.1,0.48,7.1,19.5,0.364,30.4,58.6,0.519,22.5,29.6,0.76,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5
1994-95 Seattle SuperSonics,241.8,40.4,82.2,0.491,6.0,15.9,0.376,34.4,66.3,0.519,23.7,31.3,0.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4
1993-94 Seattle SuperSonics,240.6,40.7,84.2,0.484,3.0,8.8,0.335,37.8,75.4,0.501,21.6,29.0,0.745,14.0,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9
1992-93 Seattle SuperSonics,241.2,42.4,87.1,0.486,2.7,7.4,0.357,39.7,79.6,0.498,21.0,27.5,0.761,14.9,27.5,42.4,23.2,11.5,5.0,15.5,24.0,108.3
1991-92 Seattle SuperSonics,242.1,41.2,86.9,0.474,2.5,7.9,0.317,38.7,79.0,0.49,21.6,27.6,0.783,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5
1990-91 Seattle SuperSonics,242.4,42.7,86.8,0.492,1.7,5.2,0.319,41.0,81.6,0.503,19.6,26.1,0.75,14.9,26.5,41.4,24.9,10.5,4.6,17.1,24.1,106.6
1989-90 Seattle SuperSonics,242.7,42.3,88.3,0.479,2.8,7.9,0.355,39.5,80.4,0.491,19.6,26.4,0.741,16.1,27.5,43.6,22.9,8.5,4.1,16.3,25.2,106.9
1988-89 Seattle SuperSonics,241.2,43.5,91.2,0.477,3.6,9.4,0.379,39.9,81.8,0.488,21.6,29.0,0.746,17.0,27.3,44.3,25.4,10.5,6.0,17.1,24.7,112.1
1987-88 Seattle SuperSonics,242.1,43.2,90.8,0.476,2.7,7.8,0.346,40.5,83.0,0.488,22.3,29.8,0.748,16.0,28.2,44.2,26.2,9.5,5.5,16.8,29.0,111.4
1986-87 Seattle SuperSonics,242.1,43.8,90.9,0.482,2.3,7.0,0.335,41.5,83.9,0.494,23.8,31.4,0.758,16.7,29.2,46.0,26.6,8.6,5.5,18.4,27.1,113.7
1985-86 Seattle SuperSonics,243.0,40.7,86.1,0.472,1.0,3.7,0.263,39.7,82.4,0.482,22.1,28.4,0.779,14.0,27.5,41.5,24.1,9.1,3.6,17.5,26.4,104.4
1984-85 Seattle SuperSonics,240.3,40.0,84.3,0.474,0.5,2.3,0.243,39.4,82.0,0.481,21.7,28.1,0.771,12.4,27.9,40.3,26.6,7.9,4.2,18.2,24.1,102.1
1983-84 Seattle SuperSonics,241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30.0,0.78,13.0,28.4,41.4,27.2,7.8,4.3,16.6,23.0,108.1
1982-83 Seattle SuperSonics,241.5,43.9,88.7,0.494,0.4,1.7,0.21,43.5,87.1,0.5,21.9,30.0,0.73,14.0,31.3,45.4,27.8,8.3,5.3,18.7,24.0,110.0
1981-82 Seattle SuperSonics,241.8,42.7,87.5,0.488,0.5,1.9,0.248,42.3,85.7,0.494,21.3,28.8,0.74,13.5,31.0,44.5,25.6,8.4,5.6,16.5,25.1,107.3
1980-81 Seattle SuperSonics,241.2,40.8,87.1,0.468,0.4,1.4,0.274,40.4,85.7,0.471,22.1,29.0,0.763,14.2,29.7,43.9,23.7,7.7,5.3,18.6,24.2,104.0
1979-80 Seattle SuperSonics,241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90.0,0.474,21.1,27.5,0.768,16.8,31.1,47.9,24.9,9.1,5.2,18.2,22.7,108.5
2023-24 Toronto Raptors,241.5,42.3,89.7,0.471,11.5,33.1,0.347,30.8,56.6,0.543,16.3,21.6,0.756,10.9,31.8,42.7,28.5,7.7,4.7,14.0,18.4,112.4
2022-23 Toronto Raptors,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9
2021-22 Toronto Raptors,242.1,40.6,91.3,0.445,11.9,34.2,0.349,28.7,57.1,0.503,16.2,21.3,0.759,13.4,32.0,45.3,22.1,9.0,4.6,12.5,19.6,109.4
2020-21 Toronto Raptors,240.3,39.7,88.7,0.448,14.5,39.3,0.368,25.3,49.3,0.512,17.4,21.3,0.815,9.4,32.1,41.6,24.1,8.6,5.4,13.2,21.2,111.3
2019-20 Toronto Raptors,241.4,40.2,87.9,0.458,13.8,37.0,0.374,26.4,50.9,0.519,18.5,23.2,0.796,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8
2018-19 Toronto Raptors,242.4,42.2,89.1,0.474,12.4,33.8,0.366,29.8,55.3,0.539,17.7,22.0,0.804,9.6,35.6,45.2,25.4,8.3,5.3,14.0,21.0,114.4
2017-18 Toronto Raptors,241.8,41.3,87.4,0.472,11.8,33.0,0.358,29.5,54.4,0.541,17.3,21.8,0.794,9.8,34.2,44.0,24.3,7.6,6.1,13.4,21.7,111.7
2016-17 Toronto Raptors,241.2,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60.0,0.505,19.7,24.7,0.796,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,106.9
2015-16 Toronto Raptors,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28.0,58.0,0.483,20.8,26.7,0.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7
2014-15 Toronto Raptors,242.1,37.9,83.3,0.455,8.9,25.1,0.352,29.0,58.2,0.499,19.3,24.6,0.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0
2013-14 Toronto Raptors,243.4,36.5,81.9,0.445,8.7,23.4,0.372,27.8,58.5,0.475,19.6,25.1,0.782,11.4,31.1,42.5,21.2,7.0,4.2,14.1,23.0,101.3
2012-13 Toronto Raptors,243.7,36.3,81.5,0.446,7.0,20.3,0.343,29.4,61.2,0.48,17.6,22.3,0.788,10.6,29.6,40.2,21.5,7.3,4.8,13.7,22.4,97.2
2011-12 Toronto Raptors,241.9,34.4,78.1,0.44,5.5,16.3,0.34,28.8,61.8,0.467,16.4,21.4,0.77,10.6,31.4,42.0,20.9,6.5,4.9,15.2,23.2,90.7
2010-11 Toronto Raptors,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22.0,99.1
2009-10 Toronto Raptors,241.2,39.0,80.9,0.482,6.3,17.0,0.371,32.7,63.8,0.512,19.7,25.8,0.764,9.8,30.6,40.4,22.0,5.7,4.7,13.4,22.2,104.1
2008-09 Toronto Raptors,241.5,37.2,81.4,0.458,5.8,15.7,0.372,31.4,65.7,0.478,18.7,22.7,0.824,9.8,30.6,40.4,22.4,6.4,4.8,13.4,19.4,99.0
2007-08 Toronto Raptors,241.8,38.4,82.0,0.468,7.0,17.8,0.392,31.4,64.2,0.489,16.4,20.2,0.812,9.6,30.4,40.1,23.8,7.0,4.1,11.7,19.5,100.2
2006-07 Toronto Raptors,240.9,37.0,79.8,0.463,6.5,17.9,0.363,30.5,62.0,0.492,19.0,24.2,0.788,9.2,30.2,39.5,22.2,7.1,3.9,13.5,20.4,99.5
2005-06 Toronto Raptors,243.4,36.7,81.0,0.454,7.4,19.8,0.375,29.3,61.2,0.479,20.2,25.5,0.791,10.5,27.9,38.5,19.4,6.5,3.3,13.1,24.0,101.1
2004-05 Toronto Raptors,241.5,36.0,81.2,0.444,7.9,20.5,0.385,28.1,60.7,0.463,19.8,25.6,0.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7
2003-04 Toronto Raptors,243.7,32.4,77.4,0.418,5.6,15.8,0.356,26.7,61.6,0.434,15.1,20.1,0.75,10.1,29.5,39.6,19.2,7.4,4.9,14.2,21.3,85.4
2002-03 Toronto Raptors,241.5,34.7,81.3,0.427,5.0,14.5,0.343,29.7,66.7,0.446,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9
2001-02 Toronto Raptors,240.9,35.6,82.0,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.739,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4
2000-01 Toronto Raptors,243.4,37.2,85.0,0.437,5.2,14.2,0.369,31.9,70.8,0.451,18.1,24.2,0.747,13.6,30.8,44.5,24.4,7.3,6.3,13.2,21.3,97.6
1999-00 Toronto Raptors,240.9,36.3,83.9,0.433,5.2,14.3,0.363,31.2,69.6,0.447,19.3,25.2,0.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2
1998-99 Toronto Raptors,241.5,33.2,78.8,0.421,4.5,13.2,0.341,28.7,65.6,0.437,20.2,26.6,0.76,14.2,28.9,43.2,20.7,8.8,6.4,16.0,22.8,91.1
1997-98 Toronto Raptors,243.0,36.2,83.1,0.435,4.5,13.2,0.343,31.6,69.8,0.453,18.0,25.1,0.718,14.5,26.2,40.7,21.3,9.4,8.1,16.7,22.6,94.9
1996-97 Toronto Raptors,241.8,35.3,80.9,0.437,7.2,19.8,0.363,28.1,61.1,0.461,17.6,24.5,0.72,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0,95.5
1995-96 Toronto Raptors,241.8,37.6,80.5,0.467,5.0,14.2,0.354,32.6,66.2,0.492,17.2,23.8,0.723,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2,97.5
2023-24 Utah Jazz,241.5,42.0,89.9,0.467,12.9,36.5,0.354,29.1,53.4,0.544,18.8,22.6,0.83,12.2,33.2,45.5,27.2,6.5,5.6,15.7,18.6,115.7
2022-23 Utah Jazz,241.5,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1
2021-22 Utah Jazz,240.6,40.6,86.2,0.471,14.5,40.3,0.36,26.0,45.8,0.568,17.9,23.4,0.767,10.8,35.6,46.3,22.4,7.2,4.9,14.0,18.9,113.6
2020-21 Utah Jazz,241.0,41.3,88.1,0.468,16.7,43.0,0.389,24.5,45.1,0.544,17.2,21.5,0.799,10.6,37.6,48.3,23.7,6.6,5.2,14.2,18.5,116.4
2019-20 Utah Jazz,241.0,40.1,85.1,0.471,13.4,35.2,0.38,26.7,49.9,0.535,17.8,22.8,0.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3
2018-19 Utah Jazz,240.9,40.4,86.4,0.468,12.1,34.0,0.356,28.3,52.4,0.541,18.8,25.5,0.736,10.0,36.4,46.4,26.0,8.1,5.9,15.1,21.1,111.7
2017-18 Utah Jazz,240.9,38.3,82.9,0.462,10.8,29.6,0.366,27.5,53.3,0.515,16.8,21.5,0.779,9.0,34.2,43.3,22.4,8.6,5.1,14.7,19.6,104.1
2016-17 Utah Jazz,240.9,37.0,79.5,0.466,9.6,26.0,0.372,27.3,53.5,0.511,17.1,22.9,0.747,9.4,33.8,43.2,20.1,6.7,5.0,13.6,18.8,100.7
2015-16 Utah Jazz,243.4,36.1,80.4,0.449,8.5,23.9,0.355,27.6,56.5,0.488,17.1,23.0,0.744,10.7,32.5,43.2,19.0,7.7,5.2,14.9,20.2,97.7
2014-15 Utah Jazz,240.3,35.4,79.2,0.447,7.4,21.7,0.343,27.9,57.5,0.486,17.0,23.5,0.721,12.0,31.9,44.0,19.9,7.6,6.0,15.3,19.3,95.1
2013-14 Utah Jazz,241.2,36.0,81.1,0.444,6.6,19.2,0.344,29.4,61.9,0.474,16.4,22.0,0.747,11.0,30.2,41.2,20.3,7.0,4.5,14.6,20.7,95.0
2012-13 Utah Jazz,242.4,37.1,81.8,0.454,6.2,16.9,0.366,31.0,64.9,0.477,17.5,23.0,0.764,12.1,30.0,42.0,22.7,8.4,6.3,14.8,21.3,98.0
2011-12 Utah Jazz,244.9,38.2,83.8,0.456,4.1,12.8,0.323,34.1,71.0,0.48,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,99.7
2010-11 Utah Jazz,242.4,37.4,80.4,0.465,5.3,15.3,0.346,32.1,65.0,0.493,19.4,25.1,0.771,11.0,28.5,39.5,23.4,7.7,5.9,14.3,22.7,99.4
2009-10 Utah Jazz,240.9,39.4,80.2,0.491,5.4,14.7,0.364,34.0,65.5,0.519,20.2,27.2,0.741,10.6,31.6,42.2,26.7,8.2,4.9,15.2,22.7,104.2
2008-09 Utah Jazz,242.4,38.3,80.8,0.475,4.8,13.7,0.349,33.5,67.1,0.5,22.1,28.7,0.771,11.5,29.5,41.0,24.7,8.8,4.6,14.8,22.3,103.6
2007-08 Utah Jazz,240.3,40.0,80.4,0.497,5.0,13.4,0.372,35.0,67.0,0.522,21.3,28.0,0.759,11.5,29.4,40.9,26.4,8.7,4.3,14.6,24.0,106.2
2006-07 Utah Jazz,241.5,37.4,78.9,0.474,4.3,12.9,0.335,33.1,66.0,0.501,22.3,30.0,0.743,12.6,30.0,42.5,24.7,7.0,4.1,15.6,25.2,101.5
2005-06 Utah Jazz,242.4,33.5,75.7,0.442,3.8,11.3,0.336,29.7,64.4,0.461,21.6,30.1,0.719,13.1,29.0,42.1,21.6,6.4,6.0,15.7,24.8,92.4
2004-05 Utah Jazz,241.2,34.5,76.8,0.449,3.0,9.3,0.328,31.4,67.5,0.465,21.0,27.7,0.757,12.8,27.4,40.1,22.3,6.6,4.6,15.8,26.7,93.0
2003-04 Utah Jazz,241.2,32.8,75.3,0.436,3.1,9.6,0.321,29.7,65.7,0.453,20.0,26.8,0.746,13.5,27.7,41.2,20.4,7.1,6.0,16.6,25.6,88.7
2002-03 Utah Jazz,241.2,35.3,75.5,0.468,2.7,7.8,0.349,32.6,67.7,0.481,21.3,28.6,0.745,12.5,29.0,41.5,25.6,8.6,5.7,16.8,22.4,94.7
2001-02 Utah Jazz,241.8,35.0,77.7,0.45,3.4,10.3,0.333,31.6,67.5,0.468,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24.0,96.0
2000-01 Utah Jazz,241.2,36.1,76.7,0.471,4.0,10.4,0.381,32.1,66.3,0.485,20.9,27.8,0.752,11.5,29.1,40.6,25.7,8.1,5.6,15.8,25.7,97.1
1999-00 Utah Jazz,240.9,36.1,77.8,0.464,4.0,10.4,0.385,32.1,67.4,0.476,20.3,26.2,0.773,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5
1998-99 Utah Jazz,243.5,33.7,72.4,0.465,2.8,7.8,0.361,30.9,64.6,0.478,23.2,30.2,0.767,11.1,30.2,41.3,24.1,8.0,5.5,16.3,22.7,93.3
1997-98 Utah Jazz,241.2,36.5,74.5,0.49,3.0,8.2,0.372,33.5,66.4,0.504,24.9,32.2,0.773,11.7,29.3,41.1,25.2,7.9,5.0,15.4,23.9,101.0
1996-97 Utah Jazz,241.8,38.2,75.8,0.504,4.1,11.0,0.37,34.1,64.8,0.526,22.7,29.5,0.769,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2,103.1
1995-96 Utah Jazz,241.2,38.2,78.3,0.488,4.6,12.4,0.372,33.6,65.9,0.509,21.6,28.1,0.768,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5
1994-95 Utah Jazz,241.2,39.5,77.3,0.512,3.7,9.8,0.376,35.9,67.5,0.531,23.6,30.3,0.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4
1993-94 Utah Jazz,241.8,39.1,82.1,0.477,2.2,6.8,0.32,36.9,75.2,0.491,21.5,29.0,0.74,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9
1992-93 Utah Jazz,240.9,40.7,83.3,0.489,1.6,5.0,0.314,39.1,78.2,0.5,23.3,30.4,0.766,12.7,30.0,42.7,26.5,9.1,4.2,15.5,24.0,106.2
1991-92 Utah Jazz,242.4,41.2,83.7,0.492,1.9,5.6,0.345,39.3,78.1,0.503,23.9,30.4,0.788,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3
1990-91 Utah Jazz,241.2,39.2,79.7,0.492,1.8,5.6,0.323,37.4,74.1,0.504,23.8,30.1,0.789,10.6,30.2,40.7,27.0,8.0,5.5,15.9,21.9,104.0
1989-90 Utah Jazz,241.8,40.6,80.4,0.505,2.8,7.7,0.359,37.9,72.7,0.521,22.9,30.3,0.754,11.6,30.5,42.1,27.0,8.3,6.0,17.2,24.8,106.8
1988-89 Utah Jazz,240.6,38.8,80.4,0.482,1.4,4.6,0.3,37.4,75.8,0.494,25.7,33.4,0.77,12.8,31.8,44.6,25.7,8.8,7.1,18.7,23.1,104.7
1987-88 Utah Jazz,240.3,42.5,86.5,0.491,1.6,4.9,0.319,40.9,81.6,0.502,22.0,29.3,0.75,13.0,31.1,44.1,29.4,9.4,7.6,18.1,24.2,108.5
1986-87 Utah Jazz,240.9,42.5,91.6,0.464,1.7,5.5,0.31,40.8,86.2,0.474,21.2,29.1,0.726,14.6,30.0,44.5,27.3,10.2,7.7,17.1,24.9,107.9
1985-86 Utah Jazz,241.2,42.1,86.4,0.488,0.4,2.1,0.207,41.7,84.3,0.494,23.5,32.9,0.716,13.0,30.2,43.3,26.8,8.7,8.1,18.5,24.9,108.2
1984-85 Utah Jazz,240.9,42.4,89.0,0.476,1.3,3.7,0.336,41.2,85.3,0.482,22.9,29.7,0.772,13.2,31.1,44.3,26.1,8.7,8.5,19.2,23.9,109.0
